# bins, counts, background
108.00,40.0,35.114242536414565
108.40,37.0,33.02712553455358
108.80,40.0,31.01446227781493
109.20,45.0,29.064565132783752
109.60,36.0,27.17793927239427
110.00,28.0,25.360269259767197
110.40,31.0,23.60916282001384
110.80,31.0,21.922314305890236
111.20,25.0,20.2975013666564
111.60,28.0,18.73059873362544
112.00,19.0,17.212997823997295
112.40,15.0,15.752929610017116
112.80,11.0,14.410735518683808
113.20,18.0,13.622109751814474
113.60,16.0,12.861368139078273
114.00,12.0,12.127573213202552
114.40,15.0,11.419694365944054
114.80,10.0,10.73603411970869
115.20,7.0,10.076812440317378
115.60,9.0,9.441212031158976
116.00,13.0,8.828444084025183
116.40,8.0,8.237747223366778
116.80,9.0,7.668386492201434
117.20,13.0,7.119652377930714
117.60,4.0,6.590954861229688
118.00,6.0,6.0818262063385395
118.40,7.0,5.591235351928691
118.80,4.0,5.118569872765146
119.20,2.0,4.663238298792412
119.60,6.0,4.224669354006104
120.00,4.0,3.8023112247585775
120.40,5.0,3.395630856291115
120.80,2.0,3.0041132763366125
121.20,6.0,2.627067094122542
121.60,0.0,2.384508670604158
122.00,3.0,2.2596653306489616
122.40,2.0,2.1389911409134905
122.80,3.0,2.0223550627270295
123.20,2.0,1.909630368605372
123.60,1.0,1.8006944909016476
124.00,1.0,1.6954288761336669
124.40,2.0,1.5937188447612642
124.80,2.0,1.495453456196612
125.20,0.0,1.4005060461382766
125.60,1.0,1.3084398518053109
126.00,0.0,1.2195526734377142
126.40,0.0,1.133745540790798
126.80,0.0,1.0509226794486708
127.20,0.0,0.9709914010068416
127.60,0.0,0.8938619972840928
128.00,0.0,0.8194476384063799
128.40,0.0,0.7476642746116214
128.80,0.0,0.6784305416309696
129.20,0.0,0.6116676695076544
129.60,0.0,0.5472993947205754
130.00,0.0,0.48532672858611436
130.40,0.0,0.42599690519227756
130.80,0.0,0.3687236933090569
131.20,0.0,0.3134446732689286
131.60,0.0,0.26009938031502444
132.00,0.0,0.20862923950981543
132.40,0.0,0.15897750295870774
132.80,0.0,0.11108918926101981
133.20,0.0,0.06491102510395257
133.60,0.0,0.020391388918809775
134.00,0.0,0.0
134.40,0.0,0.0
134.80,0.0,0.0
135.20,0.0,0.0
135.60,0.0,0.0
136.00,0.0,0.0
136.40,0.0,0.0
136.80,0.0,0.0
137.20,0.0,0.0
137.60,0.0,0.0
138.00,0.0,0.0
138.40,0.0,0.0
138.80,0.0,0.0
139.20,0.0,0.0
139.60,0.0,0.0
140.00,0.0,0.0
140.40,0.0,0.0
140.80,0.0,0.0
141.20,0.0,0.0
141.60,0.0,0.0
142.00,0.0,0.0
142.40,0.0,0.0
142.80,0.0,0.0
143.20,0.0,0.0
143.60,0.0,0.0
144.00,0.0,0.0
144.40,0.0,0.0
144.80,0.0,0.0
145.20,0.0,0.0
145.60,0.0,0.0
146.00,0.0,0.0
146.40,0.0,0.0
146.80,0.0,0.0
147.20,0.0,0.0
147.60,0.0,0.0
148.00,0.0,0.0
148.40,0.0,0.0
148.80,0.0,0.0
149.20,0.0,0.0
149.60,0.0,0.0
150.00,0.0,0.0
150.40,0.0,0.0
150.80,0.0,0.0
151.20,0.0,0.0
151.60,0.0,0.0
152.00,0.0,0.0
152.40,0.0,0.0
152.80,0.0,0.0
153.20,0.0,0.0
153.60,0.0,0.0
154.00,0.0,0.0
154.40,0.0,0.0
154.80,0.0,0.0
155.20,0.0,0.0
155.60,0.0,0.0
156.00,0.0,0.0
156.40,0.0,0.0
156.80,0.0,0.0
157.20,0.0,0.0
157.60,0.0,0.0
158.00,0.0,0.0
158.40,0.0,0.0
158.80,0.0,0.0
159.20,0.0,0.0
159.60,0.0,0.0
160.00,0.0,0.0
160.40,0.0,0.0
160.80,0.0,0.0
161.20,0.0,0.0
161.60,0.0,0.0
162.00,0.0,0.0
162.40,0.0,0.0
162.80,0.0,0.0
163.20,0.0,0.0
163.60,0.0,0.0
164.00,0.0,0.0
164.40,0.0,0.0
164.80,0.0,0.0
165.20,0.0,0.0
165.60,0.0,0.0
166.00,0.0,0.0
166.40,0.0,0.0
166.80,0.0,0.0
167.20,0.0,0.0
167.60,0.0,0.0
168.00,0.0,0.0
168.40,0.0,0.0
168.80,0.0,0.0
169.20,0.0,0.0
169.60,0.0,0.0
170.00,0.0,0.0
170.40,0.0,0.0
170.80,0.0,0.0
171.20,0.0,0.0
171.60,0.0,0.0
172.00,0.0,0.0
172.40,0.0,0.0
172.80,0.0,0.0
173.20,0.0,0.0
173.60,0.0,0.0
174.00,0.0,0.0
174.40,0.0,0.0
174.80,0.0,0.0
175.20,0.0,0.0
175.60,0.0,0.0
176.00,0.0,0.0
176.40,0.0,0.0
176.80,0.0,0.0
177.20,0.0,0.0
177.60,0.0,0.0
178.00,0.0,0.0
178.40,0.0,0.0
178.80,0.0,0.0
179.20,0.0,0.0
179.60,0.0,0.0
180.00,0.0,0.0
180.40,0.0,0.0
180.80,0.0,0.0
181.20,0.0,0.0
181.60,0.0,0.0
182.00,0.0,0.0
182.40,0.0,0.0
182.80,0.0,0.0
183.20,0.0,0.0
183.60,0.0,0.0
184.00,0.0,0.0
184.40,0.0,0.0
184.80,0.0,0.0
185.20,0.0,0.0
185.60,0.0,0.0
186.00,0.0,0.0
186.40,0.0,0.0
186.80,0.0,0.0
187.20,0.0,0.0
187.60,0.0,0.0
188.00,0.0,0.0
188.40,0.0,0.0
188.80,0.0,0.0
189.20,0.0,0.0
189.60,0.0,0.0
190.00,0.0,0.0
190.40,0.0,0.0
190.80,0.0,0.0
191.20,0.0,0.0
191.60,0.0,0.0
192.00,0.0,0.0
192.40,0.0,0.0
192.80,0.0,0.0
193.20,0.0,0.0
193.60,0.0,0.0
194.00,0.0,0.0
194.40,0.0,0.0
194.80,0.0,0.0
195.20,0.0,0.0
195.60,0.0,0.0
196.00,0.0,0.0
196.40,0.0,0.0
196.80,0.0,0.0
197.20,0.0,0.0
197.60,0.0,0.0
198.00,0.0,0.0
198.40,0.0,0.0
198.80,0.0,0.0
199.20,0.0,0.0
199.60,0.0,0.0
